downloaded_at_utc,source_page,source_url,local_path,raw_label,mapped_label,genus_id,gigapan_image_id
2026-03-21T19:58:00.693461+00:00,https://www.macroinvertebrates.org/quiz/new,https://static.macroinvertebrates.org/gigapans/190192/images.7f7e98704578fca2e817e07bed8f4b12/190192-574x240.jpg,macroinvertebrates/caddisfly/caddisfly-larva-non-net-spinning__g303__img190192__v2.jpg,Caddisfly Larva (Non-Net Spinning),caddisfly,303,190192
2026-03-21T19:58:00.751507+00:00,https://www.macroinvertebrates.org/quiz/new,https://static.macroinvertebrates.org/gigapans/190191/images.c45ff5601dae2e2bce82ce6579e85af4/190191-481x240.jpg,macroinvertebrates/caddisfly/caddisfly-larva-non-net-spinning__g303__img190191__v3.jpg,Caddisfly Larva (Non-Net Spinning),caddisfly,303,190191
2026-03-21T19:58:00.812809+00:00,https://www.macroinvertebrates.org/quiz/new,https://static.macroinvertebrates.org/gigapans/201004/images.ad8ccd04b92d669876100981647e2f7b/201004-643x240.jpg,macroinvertebrates/caddisfly/caddisfly-larva-non-net-spinning__g303__img201004__v4.jpg,Caddisfly Larva (Non-Net Spinning),caddisfly,303,201004
2026-03-21T19:58:02.660899+00:00,https://www.macroinvertebrates.org/quiz/new,https://static.macroinvertebrates.org/gigapans/195292/images.5bffd3ee721a7c4453dbb5751d64de87/195292-570x240.jpg,macroinvertebrates/_unmapped/unknown/unknown__g171__img195292__v1.jpg,Unknown,,171,195292
2026-03-21T19:58:11.534087+00:00,https://www.macroinvertebrates.org/quiz/new,https://static.macroinvertebrates.org/gigapans/197267/images.7dec48d792fc7fc99bbde9e827b3b698/197267-679x240.jpg,macroinvertebrates/riffle beetle/riffle-beetle-larva__g770__img197267__v1.jpg,Riffle Beetle (Larva),riffle beetle,770,197267
2026-03-21T19:58:11.595840+00:00,https://www.macroinvertebrates.org/quiz/new,https://static.macroinvertebrates.org/gigapans/197260/images.151d6bf9dd1734d0346fb1eedfd1e1f9/197260-546x240.jpg,macroinvertebrates/riffle beetle/riffle-beetle-larva__g770__img197260__v2.jpg,Riffle Beetle (Larva),riffle beetle,770,197260
2026-03-21T19:58:13.362344+00:00,https://www.macroinvertebrates.org/quiz/new,https://static.macroinvertebrates.org/gigapans/197957/images.2b6ec1372250fb7c1acf619ab3fffc7c/197957-828x240.jpg,macroinvertebrates/mayfly/mayfly-nymph__g217__img197957__v1.jpg,Mayfly Nymph,mayfly,217,197957
2026-03-21T19:58:13.423525+00:00,https://www.macroinvertebrates.org/quiz/new,https://static.macroinvertebrates.org/gigapans/197956/images.03f524c310004addb7907b83bb8f2fe0/197956-793x240.jpg,macroinvertebrates/mayfly/mayfly-nymph__g217__img197956__v2.jpg,Mayfly Nymph,mayfly,217,197956
2026-03-21T19:58:15.229879+00:00,https://www.macroinvertebrates.org/quiz/new,https://static.macroinvertebrates.org/gigapans/209288/images.7c10cdba52c1c76e74e23e4196cb229b/209288-415x240.jpg,macroinvertebrates/stonefly/stonefly-nymph__g284__img209288__v1.jpg,Stonefly Nymph,stonefly,284,209288
2026-03-21T19:58:15.283630+00:00,https://www.macroinvertebrates.org/quiz/new,https://static.macroinvertebrates.org/gigapans/209289/images.abcfcabca55de31765f67781852cb065/209289-450x240.jpg,macroinvertebrates/stonefly/stonefly-nymph__g284__img209289__v2.jpg,Stonefly Nymph,stonefly,284,209289
2026-03-21T19:58:17.240773+00:00,https://www.macroinvertebrates.org/quiz/new,https://static.macroinvertebrates.org/gigapans/194944/images.8c992fb3fbd7b4d6a4ecc1905562d180/194944-691x240.jpg,macroinvertebrates/caddisfly/caddisfly-larva-non-net-spinning__g299__img194944__v1.jpg,Caddisfly Larva (Non-Net Spinning),caddisfly,299,194944
2026-03-21T19:58:17.325319+00:00,https://www.macroinvertebrates.org/quiz/new,https://static.macroinvertebrates.org/gigapans/195861/images.e4ff85470ad7c8ea61b61e332b1f918b/195861-677x240.jpg,macroinvertebrates/caddisfly/caddisfly-larva-non-net-spinning__g299__img195861__v2.jpg,Caddisfly Larva (Non-Net Spinning),caddisfly,299,195861
2026-03-21T19:58:17.410050+00:00,https://www.macroinvertebrates.org/quiz/new,https://static.macroinvertebrates.org/gigapans/194945/images.fc004aaac9bc12a05a6b5418d3953d24/194945-679x240.jpg,macroinvertebrates/caddisfly/caddisfly-larva-non-net-spinning__g299__img194945__v3.jpg,Caddisfly Larva (Non-Net Spinning),caddisfly,299,194945
2026-03-21T19:58:17.491919+00:00,https://www.macroinvertebrates.org/quiz/new,https://static.macroinvertebrates.org/gigapans/194942/images.c995bbdb5933bd5a1a7881af46e0f866/194942-475x240.jpg,macroinvertebrates/caddisfly/caddisfly-larva-non-net-spinning__g299__img194942__v4.jpg,Caddisfly Larva (Non-Net Spinning),caddisfly,299,194942
2026-03-21T19:58:21.120456+00:00,https://www.macroinvertebrates.org/quiz/new,https://static.macroinvertebrates.org/gigapans/194982/images.c59b1bb7e6ad686e685add28dbbd74c7/194982-806x240.jpg,macroinvertebrates/caddisfly/caddisfly-larva-non-net-spinning__g331__img194982__v1.jpg,Caddisfly Larva (Non-Net Spinning),caddisfly,331,194982
2026-03-21T19:58:21.194388+00:00,https://www.macroinvertebrates.org/quiz/new,https://static.macroinvertebrates.org/gigapans/194983/images.b4fd448397fe49326d7222c99900c557/194983-843x240.jpg,macroinvertebrates/caddisfly/caddisfly-larva-non-net-spinning__g331__img194983__v2.jpg,Caddisfly Larva (Non-Net Spinning),caddisfly,331,194983
2026-03-21T19:58:21.289431+00:00,https://www.macroinvertebrates.org/quiz/new,https://static.macroinvertebrates.org/gigapans/194978/images.7e6b44587fbaa4a9ebf2af81f10dbbc2/194978-1035x240.jpg,macroinvertebrates/caddisfly/caddisfly-larva-non-net-spinning__g331__img194978__v3.jpg,Caddisfly Larva (Non-Net Spinning),caddisfly,331,194978
2026-03-21T19:58:23.240550+00:00,https://www.macroinvertebrates.org/quiz/new,https://static.macroinvertebrates.org/gigapans/196090/images.4b8314189ab49c5ea22c6cd26c34de79/196090-495x240.jpg,macroinvertebrates/_unmapped/unknown/unknown__g784__img196090__v1.jpg,Unknown,,784,196090
2026-03-21T19:58:23.307852+00:00,https://www.macroinvertebrates.org/quiz/new,https://static.macroinvertebrates.org/gigapans/196092/images.88a8700585a50aac00b0a9f585e974c0/196092-964x240.jpg,macroinvertebrates/_unmapped/unknown/unknown__g784__img196092__v2.jpg,Unknown,,784,196092
2026-03-21T19:58:25.050055+00:00,https://www.macroinvertebrates.org/quiz/new,https://static.macroinvertebrates.org/gigapans/195111/images.d30af5625bf0358e2b3223ca607f9b96/195111-894x240.jpg,macroinvertebrates/_unmapped/unknown/unknown__g179__img195111__v1.jpg,Unknown,,179,195111
2026-03-21T19:58:25.127926+00:00,https://www.macroinvertebrates.org/quiz/new,https://static.macroinvertebrates.org/gigapans/195110/images.44e356e0edf022e915eb3da0f76a7aa7/195110-739x240.jpg,macroinvertebrates/_unmapped/unknown/unknown__g179__img195110__v2.jpg,Unknown,,179,195110
2026-03-21T19:58:25.192270+00:00,https://www.macroinvertebrates.org/quiz/new,https://static.macroinvertebrates.org/gigapans/195108/images.844f280b772a6a83ad068847afa406db/195108-881x240.jpg,macroinvertebrates/_unmapped/unknown/unknown__g179__img195108__v3.jpg,Unknown,,179,195108
2026-03-21T19:58:27.178852+00:00,https://www.macroinvertebrates.org/quiz/new,https://static.macroinvertebrates.org/gigapans/198895/images.098f61061318a9019b7a3b21bb6ce467/198895-820x240.jpg,macroinvertebrates/mayfly/mayfly-nymph__g196__img198895__v1.jpg,Mayfly Nymph,mayfly,196,198895
2026-03-21T19:58:27.238136+00:00,https://www.macroinvertebrates.org/quiz/new,https://static.macroinvertebrates.org/gigapans/198893/images.f1bef0e13a4448aee05d5be8c909f4f2/198893-553x240.jpg,macroinvertebrates/mayfly/mayfly-nymph__g196__img198893__v2.jpg,Mayfly Nymph,mayfly,196,198893
2026-03-21T19:58:27.298940+00:00,https://www.macroinvertebrates.org/quiz/new,https://static.macroinvertebrates.org/gigapans/198896/images.40a8857ab7a1ae182815445643b2c233/198896-797x240.jpg,macroinvertebrates/mayfly/mayfly-nymph__g196__img198896__v3.jpg,Mayfly Nymph,mayfly,196,198896
2026-03-21T19:58:32.603570+00:00,https://www.macroinvertebrates.org/quiz/new,https://static.macroinvertebrates.org/gigapans/196750/images.cdd16dfae2e2c29ad9dc1356a16f6c5e/196750-311x240.jpg,macroinvertebrates/_unmapped/unknown/unknown__g116__img196750__v1.jpg,Unknown,,116,196750
2026-03-21T19:58:32.687842+00:00,https://www.macroinvertebrates.org/quiz/new,https://static.macroinvertebrates.org/gigapans/196752/images.c476fb102e4e5937da556453fe4aaf2a/196752-438x240.jpg,macroinvertebrates/_unmapped/unknown/unknown__g116__img196752__v2.jpg,Unknown,,116,196752
2026-03-21T19:58:36.785967+00:00,https://www.macroinvertebrates.org/quiz/new,https://static.macroinvertebrates.org/gigapans/194660/images.9dc5b2c21f11f7ae13947bc57d631d87/194660-301x240.jpg,macroinvertebrates/caddisfly/caddisfly-larva-net-spinning__g297__img194660__v1.jpg,Caddisfly Larva (Net Spinning),caddisfly,297,194660
2026-03-21T19:58:38.553454+00:00,https://www.macroinvertebrates.org/quiz/new,https://static.macroinvertebrates.org/gigapans/194855/images.dfd09c258f249591b7480e6cae588a6d/194855-786x240.jpg,macroinvertebrates/damselfly/damselfly-nymph__g269__img194855__v1.jpg,Damselfly Nymph,damselfly,269,194855
2026-03-21T19:58:38.628838+00:00,https://www.macroinvertebrates.org/quiz/new,https://static.macroinvertebrates.org/gigapans/194856/images.96948933e4e107e068367a9d54bc384c/194856-689x240.jpg,macroinvertebrates/damselfly/damselfly-nymph__g269__img194856__v2.jpg,Damselfly Nymph,damselfly,269,194856
2026-03-21T19:58:42.023043+00:00,https://www.macroinvertebrates.org/quiz/new,https://static.macroinvertebrates.org/gigapans/193789/images.39f3b2e27f69241377091943a671024a/193789-362x240.jpg,macroinvertebrates/air-breathing snail/lunged-snail__g2156__img193789__v1.jpg,Lunged Snail,air-breathing snail,2156,193789
2026-03-21T19:58:42.102309+00:00,https://www.macroinvertebrates.org/quiz/new,https://static.macroinvertebrates.org/gigapans/193812/images.b46c29b90311a03e31e916e5e5ce5a3d/193812-374x240.jpg,macroinvertebrates/air-breathing snail/lunged-snail__g2156__img193812__v2.jpg,Lunged Snail,air-breathing snail,2156,193812
2026-03-21T19:58:43.972563+00:00,https://www.macroinvertebrates.org/quiz/new,https://static.macroinvertebrates.org/gigapans/192310/images.bfc65455b5fe4ad2d6cb27369ec90e30/192310-576x240.jpg,macroinvertebrates/_unmapped/fishfly-larva/fishfly-larva__g110__img192310__v1.jpg,Fishfly Larva,,110,192310
2026-03-21T19:58:44.047824+00:00,https://www.macroinvertebrates.org/quiz/new,https://static.macroinvertebrates.org/gigapans/192311/images.6662d8f0dfcce1108e47cf7b9c48989f/192311-489x240.jpg,macroinvertebrates/_unmapped/fishfly-larva/fishfly-larva__g110__img192311__v2.jpg,Fishfly Larva,,110,192311
2026-03-21T19:58:49.413449+00:00,https://www.macroinvertebrates.org/quiz/new,https://static.macroinvertebrates.org/gigapans/195279/images.50338f5d3f74725341aa1a5354c844f7/195279-536x240.jpg,macroinvertebrates/_unmapped/unknown/unknown__g173__img195279__v1.jpg,Unknown,,173,195279
2026-03-21T19:58:49.500034+00:00,https://www.macroinvertebrates.org/quiz/new,https://static.macroinvertebrates.org/gigapans/195280/images.57e65ff4718cf52561aebbf793cf724d/195280-708x240.jpg,macroinvertebrates/_unmapped/unknown/unknown__g173__img195280__v2.jpg,Unknown,,173,195280
2026-03-21T19:58:52.912192+00:00,https://www.macroinvertebrates.org/quiz/new,https://static.macroinvertebrates.org/gigapans/198050/images.a9058aff439aca28c072e341a3fc1122/198050-522x240.jpg,macroinvertebrates/_unmapped/unknown/unknown__g247__img198050__v1.jpg,Unknown,,247,198050
2026-03-21T19:58:52.976234+00:00,https://www.macroinvertebrates.org/quiz/new,https://static.macroinvertebrates.org/gigapans/198051/images.bde2d6518455f12061fd7ba663b82bcd/198051-589x240.jpg,macroinvertebrates/_unmapped/unknown/unknown__g247__img198051__v2.jpg,Unknown,,247,198051
